title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
Rumah 3 Lantai Baru di Renovasi di Kemang Jakarta Selatan,12700000000.0,Jakarta Selatan,Kemang,6,7,4,209,450,2026-04-28T01:56:38.338318+00:00
Rumah Baru Full Furnished Dilokasi Strategis,10900000000.0,Jakarta Selatan,Cipete,5,5,3,400,252,2026-04-28T01:56:47.092713+00:00
Rumah Tropical Modern Dekat MRT Fatmawati Jakarta Selatan,7000000000.0,Jakarta Selatan,Lebak Bulus,4,5,5,233,380,2026-04-28T01:56:49.939881+00:00
Dijual Rumah Kencana Permai Semi Basement,18500000000.0,Jakarta Selatan,Pondok Indah,4,4,4,421,503,2026-04-28T01:56:52.312093+00:00
"Dijual Cepat Alam Segar Pondok Indah Harga Murah Semi Furnished Bagus, Rumah Pondok Indah",11000000000.0,Jakarta Selatan,Pondok Indah,7,7,,260,310,2026-04-28T01:56:56.008649+00:00
Rajanya Area Paling Private di Jakarta| Private Lift & Pool | Bukit Golf Pondok Indah | 1.980 M² | SHM,135000000000.0,Jakarta Selatan,Pondok Indah,11,6,5,1980,800,2026-04-28T01:57:02.607039+00:00
Termurah - Turun Harga Rumah Lebak Bulus - Strategis Jalan Raya,13600000000.0,Jakarta Selatan,Cilandak,4,3,,700,250,2026-04-28T01:57:04.416931+00:00
Brand New American Style Lux With Private Lift Dipejaten Barat Kemang Jakarta Selatan,17700000000.0,Jakarta Selatan,Kemang,8,7,5,360,1100,2026-04-28T01:57:06.914009+00:00
Rumah Classic Lingkungan Elit Area Sriwijaya Kebayoran Baru Jakarta Selatan,90000000000.0,Jakarta Selatan,Kebayoran Baru,5,6,4,660,700,2026-04-28T01:57:09.423847+00:00
Rumah Murah Sekali Dekat MRT dan Citos di Cilandak Jakarta Selatan,7500000000.0,Jakarta Selatan,Cilandak,4,3,3,488,200,2026-04-28T01:57:12.695064+00:00
"Kemang Dalam (Prime Kemang Area) - Exclusive Private Residence | Rare Listing, LT 435 M²",15000000000.0,Jakarta Selatan,Kemang,6,5,4,435,500,2026-04-28T01:57:14.947171+00:00
"Private Offering - Pondok Indah, 644 M² Land Parcel",23500000000.0,Jakarta Selatan,Pondok Indah,9,5,4,644,442,2026-04-28T01:57:18.703879+00:00
"Rumah Dijual Pejaten Jakarta Selatan - Townhouse LT 211M² Kolam Renang SHM Harga 5,5M Nego",5500000000.0,Jakarta Selatan,Pejaten,5,5,2,211,250,2026-04-28T01:57:22.240768+00:00
"Rumah Mewah Kuningan Jakarta Selatan - LT 540M², Well Maintained, Private Pool, SHM, Dalam Komplek Elite",39000000000.0,Jakarta Selatan,Kuningan,5,4,4,540,600,2026-04-28T01:57:24.508518+00:00
Dijual Rumah Lokasi di Hook Lebak Bulus Jakarta Selatan,5500000000.0,Jakarta Selatan,Lebak Bulus,5,4,2,242,350,2026-04-28T01:57:26.236648+00:00
Townhouse Tebet - 3 Units Left ! One Gate System,2300000000.0,Jakarta Selatan,Tebet,3,2,1,90,130,2026-04-28T01:57:28.364349+00:00
Komplek Premium Pancoran! Rumah Mewah Akses Lebar,15000000000.0,Jakarta Selatan,Pancoran,15,13,6,461,1300,2026-04-28T01:57:35.091899+00:00
Rumah Lama Hook Hitung Tanah di Bukit Golf Pondok Indah Dibawah Pasaran SHM,204000000000.0,Jakarta Selatan,Pondok Indah,6,9,13,4090,1841,2026-04-28T01:57:39.026518+00:00
Forsale Rumah Modern Luxury Bebas Banjir di Kemang,38000000000.0,Jakarta Selatan,Kemang,5,5,12,517,760,2026-04-28T01:57:40.917299+00:00
Rumah Kost Dijual Jl Madrasah Dekat Akses MRT Haji Nawi,8000000000.0,Jakarta Selatan,Cilandak,15,15,2,344,580,2026-04-28T01:57:43.387920+00:00
"Rumah Mewah Dijual di Kuningan Jakarta Selatan - LT 604 M², Full Marmer, Hook, Dekat Cbd, Harga 38M (Nyaris Njop)",38000000000.0,Jakarta Selatan,Mega Kuningan,6,4,6,604,800,2026-04-28T01:57:46.164820+00:00
"Rumah Nyaman 1,5 Lantai Pejaten Timur Pasar Minggu Jakarta Selatan",5000000000.0,Jakarta Selatan,Pejaten,6,4,2,572,300,2026-04-28T01:57:48.406628+00:00
Good Deal! Tanah Bonus Rumah Komplek Eksklusif 3 Menit ke Lebak Bulus,4200000000.0,Jakarta Selatan,Lebak Bulus,4,5,2,570,600,2026-04-28T01:57:56.105691+00:00
Dijual Rumah Beserta Rumah Kos Dijati Padang Jakarta Selatan,6500000000.0,Jakarta Selatan,Jati Padang,14,13,6,600,250,2026-04-28T01:57:57.992139+00:00
Di Jual Harga Aprraisal Rumah dan Kosan Baru Bangka Kemang,6400000000.0,Jakarta Selatan,Kemang,10,,,172,395,2026-04-28T01:58:00.150195+00:00
"Rumah Lokasi Komersil, Strategis Dekat MRT Dijual Harga NJOP",52000000000.0,Jakarta Selatan,Kebayoran Baru,5,4,6,945,400,2026-04-28T01:58:04.721347+00:00
"Rumah Dibawah Harga NJOP di Mega Kuningan, Jakarta Selatan",50000000000.0,Jakarta Selatan,Mega Kuningan,4,4,7,865,500,2026-04-28T01:58:08.154824+00:00
Best Deal! Rumah Hitung Tanah di Kemang Raya Harga Dibawah NJOP,28500000000.0,Jakarta Selatan,Kemang,1,1,,1344,500,2026-04-28T01:58:10.434284+00:00
Terbaik Kemang Timur Raya Hitung Tanah Cocok Cafe Resto Kantor Toko,15500000000.0,Jakarta Selatan,Kemang,,,,543,300,2026-04-28T01:58:14.323402+00:00
Rumah Siap Huni Lokasi Strategis Senopati Area,16500000000.0,Jakarta Selatan,Senopati,6,5,8,215,400,2026-04-28T01:58:17.270970+00:00
Kemang Dalam Area Strategis Bebas Banjir,25000000000.0,Jakarta Selatan,Kemang,6,4,4,942,450,2026-04-28T01:58:20.357784+00:00
Rumah di Hangtuah Arah Senayan Jalan Tenang Lokasi Elite Perumahan,48000000000.0,Jakarta Selatan,Kebayoran Baru,7,6,5,667,800,2026-04-28T01:58:22.924274+00:00
Termurah! Rumah Seharga NJOP Lokasi di Pinggir Jalan Raya Kemang,17700000000.0,Jakarta Selatan,Kemang,7,5,7,864,700,2026-04-28T01:58:26.497619+00:00
Dijual Rumah Bagus Siap Huni Murah Akses 1Mobil Lokasi Tebet Barat,2600000000.0,Jakarta Selatan,Tebet,2,1,2,90,60,2026-04-28T01:58:28.636968+00:00
Rumah Baru 4 Lantai di Jagakarsa Viewe Danau 4 Menit Tol Andara,3000000000.0,Jakarta Selatan,Jagakarsa,5,5,2,108,225,2026-04-28T01:58:30.476120+00:00
Rumah Kebayoran Baru Area Super Tenang Jalan Lebar Rumah Siap Huni Terawat,25000000000.0,Jakarta Selatan,Kebayoran Baru,4,3,5,353,400,2026-04-28T01:58:33.759730+00:00
Rumah di Kavling Polri Ampera Kemang Jakarta Selatan Siap Huni,6400000000.0,Jakarta Selatan,Kemang,4,3,4,197,300,2026-04-28T01:58:35.644670+00:00
Rumah Pondok Indah Sap Huni dan Rapi Harga Termurah,6100000000.0,Jakarta Selatan,Pondok Indah,4,3,1,155,155,2026-04-28T01:58:41.483381+00:00
Rumah Hook 2 Lantai di Kerinci Kebayoran Baru Dekat ke Senayan,27000000000.0,Jakarta Selatan,Kebayoran Baru,9,5,6,469,301,2026-04-28T01:58:43.662970+00:00
Jual Cepat Rumah Apik Dalam Komplek One Gate di Lebak Bulus,3950000000.0,Jakarta Selatan,Lebak Bulus,4,3,1,190,150,2026-04-28T01:58:46.221053+00:00
Dijual Rumah Permata Hijau Lokasi Strategis,35000000000.0,Jakarta Selatan,Permata Hijau,6,6,4,719,650,2026-04-28T01:58:52.397431+00:00
Dijual Cepat Rumah Wijaya Jaksel Lokasi Prime,42000000000.0,Jakarta Selatan,Wijaya,6,6,3,560,600,2026-04-28T01:58:55.953931+00:00
Rumah Mewah Siap Huni 3 Lantai Dalam Komplek Asri,1350000000.0,Jakarta Selatan,Jagakarsa,4,4,4,60,140,2026-04-28T01:58:58.583387+00:00
Rumah Semi Furnished Skena Kalcer Gen Z,1100000000.0,Jakarta Selatan,Jagakarsa,3,2,1,60,90,2026-04-28T01:59:01.157373+00:00
Rmh 2 Lantai Hang Jebat Cantik Jalan Lebar Strategis,29000000000.0,Jakarta Selatan,Kebayoran Baru,7,5,6,530,500,2026-04-28T01:59:03.250511+00:00
Rumah Mewah Bangka Kemang Private Cluster 6 KT Tetangga Pejabat,12500000000.0,Jakarta Selatan,Kemang,7,6,2,310,600,2026-04-28T01:59:08.567585+00:00
Rumah Jl Benda Kemang 1000 M2 Jarang Ada Bagus,28000000000.0,Jakarta Selatan,Kemang,6,5,9,1000,1400,2026-04-28T01:59:11.763564+00:00
Rumah 2 Lantai Dekat ke Pintu Tol dan MRT,1500000000.0,Jakarta Selatan,Cilandak,4,3,2,91,101,2026-04-28T01:59:13.984069+00:00
Termurah!! Strategis Menteng Kuningan bisa KPR,1200000000.0,Jakarta Selatan,Tebet,3,3,1,35,95,2026-04-28T01:59:15.573306+00:00
"Rumah 2,5 Lt Modern Kontemporer Dalam Townhouse Few Rooftop Taman Kota",1400000000.0,Jakarta Selatan,Jagakarsa,4,4,2,90,130,2026-04-28T01:59:18.405148+00:00
Rumah Dalam Komplek Putra Mandiri Beji Depok,750000000.0,Jakarta Selatan,Jagakarsa,2,1,1,72,36,2026-04-28T01:59:20.382566+00:00
Termurah!! Rumah Siap Huni Furnished Depok,600000000.0,Jakarta Selatan,Jagakarsa,1,2,1,100,140,2026-04-28T01:59:22.950306+00:00
Rumah Indent DP 0% Indent Skena Kalcer,1400000000.0,Jakarta Selatan,Jagakarsa,3,3,1,60,120,2026-04-28T01:59:29.123746+00:00
Rumah Hook Drkat Jalan Benda Jagakarsa Harga Siap Nego Siap Huni,3600000000.0,Jakarta Selatan,Jagakarsa,5,5,2,201,160,2026-04-28T01:59:30.784600+00:00
Rumah Luas 1 LT Dekat Cilandak 10 Menit ke Gerbang Tol Dibantu KPR J45797,4980000000.0,Jakarta Selatan,Cilandak,3,3,,400,200,2026-04-28T01:59:33.439877+00:00
Rumah Luas Terawat 15 Menit ke Rsu Andhika Siap KPR Hadap Timur J45797,4980000000.0,Jakarta Selatan,Jagakarsa,3,3,,400,200,2026-04-28T01:59:36.485339+00:00
"Jual Cepat Rumah 2 Lantai di Benda Kemang, Nego Sampai Deal (Nb)",12500000000.0,Jakarta Selatan,Kemang,6,6,2,320,550,2026-04-28T01:59:38.670501+00:00
"Rumah Siap Huni di Kemang, Lingkungan Tenang & Bebas Banjir (Nb)",16500000000.0,Jakarta Selatan,Kemang,4,3,4,539,270,2026-04-28T01:59:45.378002+00:00
Rumah Mewah Dalam Komplek Brand New Modern Design (Ak/Lp/Jp),10000000000.0,Jakarta Selatan,Kebayoran Baru,4,4,4,307,360,2026-04-28T01:59:48.079173+00:00
"Dijual Bangunan Premium Menghadap Tebet Ecopark, Cocok untuk Hunian, Office, atau Co-Working Space (Nb)",22000000000.0,Jakarta Selatan,Tebet,10,5,6,668,300,2026-04-28T01:59:52.233963+00:00
"Harga di Bawah NJOP, Rumah di Area Premium Kuningan (Nb)",50000000000.0,Jakarta Selatan,Kuningan,6,3,4,865,365,2026-04-28T01:59:54.121393+00:00
"Turun Harga ! Prime Area Kerinci Kebayoran Baru - Posisi Hook, Ideal Residence/Office (Nb)",26500000000.0,Jakarta Selatan,Kebayoran Baru,10,5,11,469,301,2026-04-28T01:59:56.411078+00:00
"Rumah Premium Langka di Kemang. Lahan Besar, Potensi Komersial (Nb)",45000000000.0,Jakarta Selatan,Kemang,6,4,8,1800,900,2026-04-28T01:59:59.400631+00:00
"Rumah Mewah Dijual di Kemang - Dalam Kompleks Eksklusif, Lahan 1.058 M², Harga Dekat NJOP",17000000000.0,Jakarta Selatan,Kemang,5,7,3,1058,320,2026-04-28T02:00:01.539838+00:00
"Termurah! Townhouse 4 Lantai Pondok Indah, Best Deal di Kelasnya (Nb)",7500000000.0,Jakarta Selatan,Pondok Indah,4,4,3,146,373,2026-04-28T02:00:09.311681+00:00
"Dijual Rumah Keluarga Penuh Keberuntungan di Bintaro, Jaksel",17000000000.0,Jakarta Selatan,Bintaro,4,3,11,940,400,2026-04-28T02:00:14.789986+00:00
Rumah Murah 11 Kmr di Setiabudi Timur I,17000000000.0,Jakarta Selatan,Setiabudi,11,5,2,404,450,2026-04-28T02:00:16.841098+00:00
Lahan Strategis Fatmawati No. 42 Samping Ace Hardware,52500000000.0,Jakarta Selatan,Cilandak,8,7,13,1554,500,2026-04-28T02:00:20.885156+00:00
Turun Harga Rumah Lama Dalam Komplek Cilandak Jakarta Selatan,7000000000.0,Jakarta Selatan,Cilandak,5,5,2,488,300,2026-04-28T02:00:23.851393+00:00
Rumah Modern Minimalis di Komplek Tanjung Barat Indah Jakarta Selatan,7500000000.0,Jakarta Selatan,Tanjung Barat,3,3,2,346,282,2026-04-28T02:00:26.861733+00:00
Rumah Baru American Classic di Kemang Jakarta Selatan,12000000000.0,Jakarta Selatan,Kemang,4,5,5,385,850,2026-04-28T02:00:29.449781+00:00
Dijual Cepat Rumah Hitung Tanah di Area Kebayoran Baru Dekat ke Pakubuwono dan Senayan,9800000000.0,Jakarta Selatan,Kebayoran Baru,2,2,2,274,150,2026-04-28T02:00:31.426485+00:00
Dijual / For Sale Rumah Luxury Private Residence di Cilandak- Cipete,40000000000.0,Jakarta Selatan,Cilandak,6,5,5,871,796,2026-04-28T02:00:34.869986+00:00
Dijual Cepat Murah Rumah 1 Lantai Di Kemang Timur 14 Jaksel,7500000000.0,Jakarta Selatan,Kemang,6,6,5,535,300,2026-04-28T02:00:37.682408+00:00
Rumah Hook Lokasi Bagus Row Jalan Lebar Dekat NJOP,29500000000.0,Jakarta Selatan,Pondok Indah,6,6,4,822,609,2026-04-28T02:00:40.009327+00:00
Dijual Rumah 2 Lantai Bagus S Pool di Permata Hijau,28000000000.0,Jakarta Selatan,Permata Hijau,9,5,4,544,650,2026-04-28T02:00:42.831770+00:00
Rumah Blok A Kebayoran Baru Jakarta Selatan Harga Termurah,4500000000.0,Jakarta Selatan,Kebayoran Baru,4,4,1,196,250,2026-04-28T02:00:45.600689+00:00
Jual Rumah Kayu Lahan Luas Bukit Golf Pondok Indah,70000000000.0,Jakarta Selatan,Pondok Indah,4,2,2,1300,800,2026-04-28T02:00:47.362146+00:00
Dijual Rumah Mewah di Setiabudi Harga Terjangkau,1100000000.0,Jakarta Selatan,Manggarai,2,2,2,27,52,2026-04-28T02:00:50.878755+00:00
Rumah 2 Lantai Poltangan Rsya Jakarta Selatan,6000000000.0,Jakarta Selatan,Tanjung Barat,5,3,2,250,200,2026-04-28T02:00:52.494141+00:00
Dijual Sangat Murah Via Lelang Rumah Mewah Komplek Bukit Pratama Lebak Bulus Jakarta Selatan Siap Huni Akses Kemana Saja Mudah Dekat Jalan Raya,7300000000.0,Jakarta Selatan,Lebak Bulus,5,3,3,600,501,2026-04-28T02:00:55.474698+00:00
Drop Price Rumah Mewah Cantik Senopati,22500000000.0,Jakarta Selatan,Senopati,3,3,3,366,500,2026-04-28T02:00:57.791020+00:00
Rumah Dalam Townhouse Akses Langsung Jl. Kemang Raya Jarang Ada,8500000000.0,Jakarta Selatan,Kemang,6,5,2,200,250,2026-04-28T02:01:00.904657+00:00
Rumah Mewah Terawat Dalam Komplek di Tebet,13900000000.0,Jakarta Selatan,Tebet,6,6,4,394,300,2026-04-28T02:01:04.043704+00:00
Termurah Rumah Hitung Tanah di Tebet Akses Jalan Lebar,5800000000.0,Jakarta Selatan,Tebet,5,2,2,253,200,2026-04-28T02:01:10.354973+00:00
Rumah Siap Huni Ada Kolam Renang Akses Mudah,6500000000.0,Jakarta Selatan,Tebet,5,4,2,179,250,2026-04-28T02:01:12.956496+00:00
"Rumah Luas, Strategis Dekat Pintu Tol Dijual Murah",2550000000.0,Jakarta Selatan,Jagakarsa,7,3,2,311,380,2026-04-28T02:01:15.849888+00:00
Rumah Tua Masih Layak Huni Terletak di Segitiga Emas Jakarta Selatan bisa Dibangun 4 Lantai . bisa Komersil. Cocok.buat Kost2n . Lapangan Olah Raga. Lokasi Sgt Strategis Dekat Pusat Perkantoran SHM,31000000000.0,Jakarta Selatan,Karet,4,3,4,750,450,2026-04-28T02:01:18.776690+00:00
Rumah Pejaten Barat Kemang Seberang Mall Pejaten,14800000000.0,Jakarta Selatan,Pejaten,7,6,4,370,450,2026-04-28T02:01:20.657779+00:00
"Prime Area, Best Invesment, Harga Dibawah Pasar",29000000000.0,Jakarta Selatan,Pondok Indah,7,7,5,822,600,2026-04-28T02:01:23.339365+00:00
Garden Tropical House di Pondok Indah Jakarya Selatan,25500000000.0,Jakarta Selatan,Pondok Indah,7,5,4,439,800,2026-04-28T02:01:26.360495+00:00
Rumah Baru Mewah Seberang Citos Dekat Fatmawati Cilandak Cipeter,12000000000.0,Jakarta Selatan,Cilandak,6,4,4,515,400,2026-04-28T02:01:29.093969+00:00
"Dijual Rumah Cantik Siap Huni di Compound Hijau Kemang yang Tenang, 10 Menit ke Tol Gate Tb Simatupang",16899999999.999998,Jakarta Selatan,Kemang,4,4,2,425,450,2026-04-28T02:01:31.883064+00:00
Dijual Rumah Baru Designed Modern dan Luxury Lokasi Best di Belakang Citos Cilandak Jakarta Selatan,16800000000.0,Jakarta Selatan,Cilandak,5,4,4,375,600,2026-04-28T02:01:34.820414+00:00
Rumah Baru Mewah Cilandak Dekat Fatmawati,14500000000.0,Jakarta Selatan,Cilandak,8,6,6,330,670,2026-04-28T02:01:37.835193+00:00
Jual Cepat Lokasi Elite Rumah Cantik Siap Huni di Pondok Indah,20500000000.0,Jakarta Selatan,Pondok Indah,8,6,3,543,400,2026-04-28T02:01:39.416163+00:00
For Sale Brand New Luxury House Exclusive Kemang Dalam,62000000000.0,Jakarta Selatan,Kemang,6,6,6,1066,881,2026-04-28T02:01:47.802229+00:00
Akses 3 Mobil - Rumah Mewah di Tebet Timur ( Semi Furnished ),12500000000.0,Jakarta Selatan,Tebet,5,6,4,318,250,2026-04-28T02:01:51.383338+00:00
Harga Rumah Dibawah NJOP Pondok Indah,7300000000.0,Jakarta Selatan,Pondok Indah,4,3,2,246,250,2026-04-28T02:01:53.239632+00:00
Harga Bagus Rumah Lama di Lebak Bulus,3900000000.0,Jakarta Selatan,Lebak Bulus,4,4,3,141,264,2026-04-28T02:01:56.128600+00:00
"Rumah Cluster On Progres Lt.50 Idr 989Jt Lt.54 Idr 1,038M Lt,60 Idr 1,111M Lt,70 Idr 1,233M",989000000.0,Jakarta Selatan,Jagakarsa,3,4,1,50,120,2026-04-28T02:01:58.736015+00:00
"Dijual Cepat Rumah dengan Halaman Luas di Kompleks Pertanian, Pasar Minggu - Jakarta Selatan",2000000000.0,Jakarta Selatan,Pasar Minggu,4,2,1,211,80,2026-04-28T02:02:01.087878+00:00
Rumah Furnished 4 Kamar Tidur di Selatan Jakarta,990000000.0,Jakarta Selatan,Jagakarsa,4,3,4,70,125,2026-04-28T02:02:03.461105+00:00
Rumah Lux 2Lt Tanah Luas Tanjung Mas Raya,23000000000.0,Jakarta Selatan,Pasar Minggu,9,7,8,700,972,2026-04-28T02:02:06.883198+00:00
For Sale Dijual Rumah Mewah di Area Pondok Indah,31000000000.0,Jakarta Selatan,Pondok Indah,9,9,4,607,750,2026-04-28T02:02:13.927352+00:00
Jual Rumah Hitung Tanah Murah Cilandak,8250000000.0,Jakarta Selatan,Cilandak,3,2,5,550,280,2026-04-28T02:02:17.262723+00:00
Rumah Pejaten Barat 300 Meter Jalan Kaki ke Rs Siaga,4900000000.0,Jakarta Selatan,Pejaten,4,3,3,293,300,2026-04-28T02:02:21.055593+00:00
Private Townhouse!! Furnished Murah Lenteng Agung,4500000000.0,Jakarta Selatan,Jagakarsa,4,4,2,192,310,2026-04-28T02:02:23.596424+00:00
Hitung Tanah Dibawah NJOP Lebak Bulus,1900000000.0,Jakarta Selatan,Lebak Bulus,3,3,1,232,144,2026-04-28T02:02:26.442669+00:00
"Rumah Kost Tebet 10 Kamar Tidur, Fully Renovated Akses 2 Mobil, Dekat Kokas, KRL & Halte Busway",3900000000.0,Jakarta Selatan,Tebet,9,5,1,126,250,2026-04-28T02:02:29.491060+00:00
"Rumah di Tebet Dalam Komplek Cluster Townhouse, Akses Jalan 2 Mobil",2300000000.0,Jakarta Selatan,Tebet,3,2,1,83,130,2026-04-28T02:02:32.292127+00:00
"Rumah Tua di Jl. Kerinci, SHM, Butuh Renovasi,",12000000000.0,Jakarta Selatan,Kebayoran Baru,4,3,1,236,150,2026-04-28T02:02:36.188765+00:00
"Rumah Tua di Tebet Barat Dalam Raya, 2 lt, Area Komersil",13500000000.0,Jakarta Selatan,Tebet,10,7,4,389,300,2026-04-28T02:02:40.053628+00:00
Rumah Mewah dengan Konsep Modern Tropis di Pondok Labu Jakarta Selatan,10500000000.0,Jakarta Selatan,Pondok Labu,5,5,1,360,211,2026-04-28T02:02:43.877893+00:00
Rumah Baru Siaphuni 3 Lantai Dalam Cluster Pinggir Jalan Raya Tol,1650000000.0,Jakarta Selatan,Jagakarsa,3,3,2,65,150,2026-04-28T02:02:45.897565+00:00
Rumah Siaphuni Di Pondok Indah 3 Lantai Dekat Mall Tol Rumahsakit,8000000000.0,Jakarta Selatan,Pondok Indah,5,5,3,250,430,2026-04-28T02:02:48.572805+00:00
Rumah 4 Lantai di Jagakarsa Jakarta Selatan Selangkah Tol Andara Satu Cluster Sama Artis Raffi Ahmad,4800000000.0,Jakarta Selatan,Jagakarsa,6,5,4,108,258,2026-04-28T02:02:50.591373+00:00
Siaphuni 3 Lantai Free Biaya2 Pondok Cabe Deket Tol Cinere Jaksel,1900000000.0,Jakarta Selatan,Cinere,4,4,2,93,125,2026-04-28T02:02:53.069171+00:00
Rumah Siaphuni 3 Lantai Di Lebak Bulus Dekat Mrt Tol Termurah,2700000000.0,Jakarta Selatan,Lebak Bulus,4,4,2,92,143,2026-04-28T02:02:54.793787+00:00
Rumah 3 Lantai Private Lift Di Senopati Boulevard Selatan Jakarta,3900000000.0,Jakarta Selatan,Jagakarsa,4,4,4,170,206,2026-04-28T02:02:56.938361+00:00
Ruma Mewah Murah di Cilandak Jakarta Selatan 3 Lantai Dkt Tol MRT,7100000000.0,Jakarta Selatan,Pondok Indah,6,5,4,206,400,2026-04-28T02:03:00.360088+00:00
Rumah Siaphuni Tanah 150 Meter Dekat Tol Cinere Di Jual Murah,1600000000.0,Jakarta Selatan,Cinere,3,3,2,150,100,2026-04-28T02:03:02.653931+00:00
Rumah Baru 4 Lantai di Cilandak By Emporio Arsitek Dekat Tol KRL,4000000000.0,Jakarta Selatan,Cilandak,5,5,2,169,340,2026-04-28T02:03:05.738438+00:00
Rumah Baru Siap Huni Deket MRT Lebak Bulus Dalam Cluster Dekat Tol,2000000000.0,Jakarta Selatan,Lebak Bulus,4,4,2,127,134,2026-04-28T02:03:11.920197+00:00
Rumah Siap Huni Full Furnish di Jagakarsa Jakartaselatan Termurah,1800000000.0,Jakarta Selatan,Jagakarsa,4,3,2,94,120,2026-04-28T02:03:14.697985+00:00
Siap Huni 4 Lantai Private Lift 500 Meter Tol Andara Kawasa Artis,4800000000.0,Jakarta Selatan,Pondok Indah,6,5,4,108,258,2026-04-28T02:03:17.432440+00:00
Rumah Baru Siap Huni di Dekat Tol Andara Jagakarsa Jakarta Selatan,2400000000.0,Jakarta Selatan,Jagakarsa,4,4,2,210,148,2026-04-28T02:03:21.586727+00:00
"Rumah Modern di Lebak Bulus, Gratis Mobil Listrik & Kitchen Set",1700000000.0,Jakarta Selatan,Lebak Bulus,4,3,2,100,129,2026-04-28T02:03:24.308674+00:00
Di Jual Rumah Mewah Murah Free Koskosan di Dkt Tol Veteran Jaksel,19800000000.0,Jakarta Selatan,Pondok Indah,9,8,15,960,1200,2026-04-28T02:03:27.977281+00:00
Cluster Siaphuni di Cinere Private Pool Tanah Luas Harga Termurah,3000000000.0,Jakarta Selatan,Cinere,10,14,3,200,200,2026-04-28T02:03:30.523723+00:00
Rumah Mewah 4lantaimurah Di Cilandak Pinggir Jalan Double Decker,4200000000.0,Jakarta Selatan,Cilandak,5,5,3,159,358,2026-04-28T02:03:33.181971+00:00
Rumah Siaphuni 3 Lantai Di Lebak Bulus Dekat Mrt Tol Clustermewah,3800000000.0,Jakarta Selatan,Lebak Bulus,5,5,2,90,149,2026-04-28T02:03:36.391062+00:00
Rumah Siap Huni Full Bata Merah di Jagakarsa Deket Tol Brigif,829000000.0,Jakarta Selatan,Jagakarsa,3,3,1,40,90,2026-04-28T02:03:38.139884+00:00
800 Jtan Siaphuni 3 Lantai+ Roofto di Jalan Raya Utama Jagakarsa,850000000.0,Jakarta Selatan,Jagakarsa,3,2,2,40,80,2026-04-28T02:03:41.341236+00:00
Rumah Mewah Murah di Cinere Jaksel Dekat Tol Brigif Jaksel Murah,1400000000.0,Jakarta Selatan,Cinere,3,3,2,86,92,2026-04-28T02:03:44.927785+00:00
Modern Classic di Lebak Bulus 5 Menit MRT Lebakbulus Paling Murah,2550000000.0,Jakarta Selatan,Lebak Bulus,5,5,2,81,150,2026-04-28T02:03:46.504237+00:00
Rumah Siaphuni Private Pool Dekat Tol Murah di Jagakarsa Jaksel,1900000000.0,Jakarta Selatan,Jagakarsa,4,4,2,110,160,2026-04-28T02:03:48.636810+00:00
Rumah Mewah Paling Estetik 2 Lantai di Jagakarsa Jakarta Selatan,2000000000.0,Jakarta Selatan,Jagakarsa,4,4,2,80,108,2026-04-28T02:03:52.384090+00:00
Rumah 2 Lantai di Lebak Bulus Tanah Luas Akses Strategis Termurah,1900000000.0,Jakarta Selatan,Lebak Bulus,3,3,2,70,117,2026-04-28T02:03:54.612957+00:00
Rumah di Kebayoran Baru Jakarta Selatan Tanah Luas Hargamurah,7000000000.0,Jakarta Selatan,Kebayoran Baru,5,4,2,149,183,2026-04-28T02:03:58.801294+00:00
Rumah4 Lantai Private Pool di Jagakarsa Jakarta Selatan Cluster,3850000000.0,Jakarta Selatan,Jagakarsa,6,5,4,102,300,2026-04-28T02:04:00.542773+00:00
Rumah Modern 3 Lantai di Lenteng Agung Selangkah Stasiun,3300000000.0,Jakarta Selatan,Lenteng Agung,5,5,4,152,215,2026-04-28T02:04:03.355173+00:00
Rumah Mewah Murah 4 Lantai di Pejaten Jakartaselatan Private Lift,5200000000.0,Jakarta Selatan,Pejaten,7,5,4,154,300,2026-04-28T02:04:06.962290+00:00
"Rumah 2 Lantai Scandinavian di Cilandak, Desain Ala Apartement",1000000000.0,Jakarta Selatan,Cilandak,2,2,1,40,64,2026-04-28T02:04:12.457293+00:00
Rumah Siap Huni 3 Lantai Pondok Indah Dekat Mall Tol Rumah Sakit,8100000000.0,Jakarta Selatan,Pondok Indah,6,6,3,250,430,2026-04-28T02:04:15.567943+00:00
Rumah Siaphuni 3 Lantai di Jagakarsajakartaselatan Dekat Tol KRL,5800000000.0,Jakarta Selatan,Jagakarsa,5,5,4,148,282,2026-04-28T02:04:19.345117+00:00
"Hunian 3,5 Lantai Konsep Scandinavian Ala Apartement di Cilandak.",1470000000.0,Jakarta Selatan,Cilandak,4,3,1,40,105,2026-04-28T02:04:21.102699+00:00
Butuh Cash!! Rumah Dikomplek Ciputat Legoso,1200000000.0,Jakarta Selatan,Lebak Bulus,3,2,2,180,110,2026-04-28T02:04:23.140499+00:00
Super Murah!!! Selaras Resindence Pamulang,979000000.0,Jakarta Selatan,Lebak Bulus,3,2,2,98,121,2026-04-28T02:04:25.202604+00:00
