title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,status,loc_id,agent_id
Rumah Exclusive,2600000000.0,jakarta selatan,jagakarsa,3.0,3.0,2.0,96.0,170.0,AVAILABLE,loc-102,agent-039
Hunian Strategis SHM Hadap Utara Bebas Banjir Komplek PU,3500000000.0,jakarta timur,duren sawit,4.0,2.0,2.0,215.0,150.0,AVAILABLE,loc-204,agent-009
Dijual Rumah 2 Lantai Di Cempaka Putih Timur Jakarta Pusat,5500000000.0,jakarta pusat,cempaka putih,9.0,5.0,0.0,250.0,296.0,AVAILABLE,loc-301,agent-044
Rumah Siap Huni dengan 4 Kamar Tidur Dekat Lebak Bulus I,4500000000.0,jakarta selatan,cilandak,4.0,3.0,2.0,200.0,350.0,AVAILABLE,loc-101,agent-032
"Rumah Camden House, 2 Lantai, di Kembangan, Brandnew",3900000000.0,jakarta barat,kembangan,3.0,3.0,2.0,120.0,280.0,AVAILABLE,loc-405,agent-024
Dijual Rumah di Jl. Hang Tuah - Kebayoran Baru. Luas Tanah 667M Rp.48 M Nego,48000000000.0,jakarta selatan,kebayoran baru,5.0,4.0,5.0,667.0,800.0,SOLD,loc-103,agent-018
Rumah Lama Terawat D Area Menteng. Jarang Ada.,100000000000.0,jakarta pusat,menteng,7.0,4.0,5.0,855.0,400.0,AVAILABLE,loc-305,agent-005
Dijual Cepat Rumah Siap Huni ( 4.5X15 ) Teluk Gong - Penjaringan,2500000000.0,jakarta utara,penjaringan,4.0,3.0,2.0,67.0,135.0,AVAILABLE,loc-505,agent-035
Rumah Baru Cluster Cilandak Timur 4 Lantai dengan Rooftop Cabin,3840000000.0,jakarta selatan,cilandak,5.0,5.0,2.0,105.0,198.0,AVAILABLE,loc-101,agent-015
"Hunian 3,5 Lantai Konsep Scandinavian Ala Apartement di Cilandak.",1470000000.0,jakarta selatan,cilandak,4.0,3.0,1.0,40.0,105.0,AVAILABLE,loc-101,agent-001
Dijualrumaheksclusif 2Lantai di Jakarta Barat,2900000000.0,jakarta barat,kalideres,5.0,4.0,2.0,96.0,170.0,AVAILABLE,loc-403,agent-024
Dibawah NJOP Citra Garden 1 Luas 8X15 1 1/4 Lantai,1500000000.0,jakarta barat,kalideres,3.0,2.0,1.0,120.0,108.0,AVAILABLE,loc-403,agent-037
Gak Main-Main! Rumah 700M² di Sanur Indah Bgv Kelapa Gading,35000000000.0,jakarta utara,kelapa gading,6.0,5.0,0.0,504.0,700.0,AVAILABLE,loc-502,agent-025
Dijual Rumah Di Kompleks Walikota Lebar 8 Hny 1.8m (nego),1800000000.0,jakarta utara,kelapa gading,3.0,1.0,1.0,90.0,120.0,AVAILABLE,loc-502,agent-012
Rumah Bagus Dalam Cluster,8000000000.0,jakarta timur,duren sawit,5.0,4.0,4.0,328.0,350.0,AVAILABLE,loc-204,agent-019
Dijual Rumah Tua Hook Layak Huni di Pulo Nangka Timur Jaktim,4750000000.0,jakarta timur,pulo gadung,5.0,7.0,1.0,316.0,500.0,AVAILABLE,loc-210,agent-030
Tebet - Modern Contemporary Semifurnished,4100000000.0,jakarta selatan,tebet,7.0,5.0,4.0,170.0,250.0,SOLD,loc-110,agent-008
Dijual Cepat Rumah Bagus Minimalis.2 Lantai Sunter Hijau,2900000000.0,jakarta utara,tanjung priok,2.0,2.0,2.0,102.0,150.0,AVAILABLE,loc-506,agent-026
Dijual Rumah Mewah Golf Residence Kemayoran Golf View Kemayoran Pusat Kota,10000000000.0,jakarta pusat,kemayoran,4.0,3.0,4.0,200.0,285.0,AVAILABLE,loc-304,agent-028
"Rumah 2,5 Lantai di Kartini, Sawah Besar, Jakarta Pusat",1750000000.0,jakarta pusat,sawah besar,4.0,2.0,0.0,97.0,154.0,SOLD,loc-306,agent-028
For Sale Rumah Komersial Murah Dibawah NJOP Kramat Jakarta Pusat,11000000000.0,jakarta pusat,senen,4.0,3.0,3.0,533.0,400.0,AVAILABLE,loc-307,agent-024
Jual B U Rumah Di Komplek 42,4500000000.0,jakarta pusat,kemayoran,5.0,4.0,2.0,190.0,300.0,AVAILABLE,loc-304,agent-007
Jual di Bawah Harga Pasar Rumah 2 Lantai di Pulomas Jakarta Timur,3300000000.0,jakarta timur,pulo gadung,8.0,4.0,2.0,240.0,300.0,AVAILABLE,loc-210,agent-047
Rumah Mewah Strategis Dekat Akses KRL di Menteng Jakpus Lr-7405,55000000000.0,jakarta pusat,menteng,4.0,3.0,5.0,575.0,318.0,AVAILABLE,loc-305,agent-023
Dijual Via Lelang Rumah Mewah Raya Kemang Utara 16Kt Murah,26000000000.0,jakarta selatan,mampang prapatan,17.0,21.0,20.0,1493.0,1374.0,AVAILABLE,loc-105,agent-021
Rumah Baru Minimalis Bebas Banjir Dekat Central Park Mall,2750000000.0,jakarta barat,kebon jeruk,6.0,5.0,1.0,86.0,200.0,AVAILABLE,loc-404,agent-004
"Pondok Indah Luas 300M Hanya 13 M . Jalan Lebar dan Tenang, Dalam Portal",12600000000.0,jakarta selatan,kebayoran lama,2.0,2.0,2.0,300.0,150.0,AVAILABLE,loc-104,agent-028
"Rumah Elite di Kertanegara ,Kebayoran Baru Dekat Ri 1",218000000000.0,jakarta selatan,kebayoran baru,8.0,7.0,4.0,1644.0,630.0,SOLD,loc-103,agent-026
RUMAH BAGUS DI KELAPA GADING,9000000000.0,jakarta utara,kelapa gading,7.0,4.0,5.0,440.0,276.0,AVAILABLE,loc-502,agent-007
Rumah Asri di Jl Kemang Utara Jakarta Selatan,22000000000.0,jakarta selatan,mampang prapatan,5.0,3.0,6.0,622.0,400.0,AVAILABLE,loc-105,agent-049
Dijual Rumah Siap Huni 2 Lantai Pejompongan Jakarta Pusat,8500000000.0,jakarta pusat,tanah abang,6.0,4.0,0.0,242.0,400.0,SOLD,loc-308,agent-048
Dijual Cepat Rumah Blossom Residance Kemayoran Jakarta Pusat,11000000000.0,jakarta pusat,kemayoran,5.0,5.0,4.0,250.0,250.0,AVAILABLE,loc-304,agent-003
"Jual Cepat, Rumah Kost 13Pintu Rapih Furnished di Kartini",10900000000.0,jakarta pusat,sawah besar,18.0,9.0,0.0,169.0,400.0,AVAILABLE,loc-306,agent-038
Termurah! 35% Dibawah N J O P Town Home Springhill Golf Residence Kemayoran Jakarta,3500000000.0,jakarta pusat,kemayoran,4.0,4.0,4.0,153.0,360.0,AVAILABLE,loc-304,agent-039
Jarang Ada Rumah Dijual di Pondok Indah Prime Area,20500000000.0,jakarta selatan,kebayoran lama,5.0,4.0,1.0,473.0,412.0,AVAILABLE,loc-104,agent-006
Rumah.mewah.megah.di Kawasan Elite Villa Artha Gading,20000000000.0,jakarta utara,kelapa gading,7.0,7.0,7.0,300.0,865.0,AVAILABLE,loc-502,agent-024
Rumah Modern Minimalis Dijual Kavling Dki Meruya Utara,2350000000.0,jakarta barat,kembangan,4.0,4.0,3.0,125.0,130.0,SOLD,loc-405,agent-049
Rumah Lama Hoek Terawat Cantikk Lega 2 Lantai di Pondok Indah,30000000000.0,jakarta selatan,kebayoran lama,7.0,6.0,4.0,768.0,825.0,AVAILABLE,loc-104,agent-038
Rumah Mewah Casa Varya Puri Gardena Jakarta Barat,2500000000.0,jakarta barat,kalideres,3.0,3.0,2.0,105.0,155.0,AVAILABLE,loc-403,agent-027
"Murah!! Rumah Citra Garden 5 Luas 6X16 1,5 Lantai Siap Huni",1350000000.0,jakarta barat,kalideres,4.0,2.0,1.0,96.0,120.0,AVAILABLE,loc-403,agent-045
Rumah Kost 42 Kamar Omset Manis Dijakpus,12000000000.0,jakarta pusat,kemayoran,38.0,36.0,2.0,332.0,800.0,AVAILABLE,loc-304,agent-043
Jual Cepat Rumah Jln Petojo Selatan Gambir Jak Pusat,1350000000.0,jakarta pusat,gambir,4.0,3.0,2.0,92.0,98.0,AVAILABLE,loc-302,agent-043
Rumah Baru Skena di Jagakarsa Kalcer Bingits,2400000000.0,jakarta selatan,pasar minggu,4.0,5.0,2.0,101.0,140.0,AVAILABLE,loc-107,agent-006
Rumah Mewah Crown Golf Pik Tropical Modern 3 Lantai 16X26 Huk,30000000000.0,jakarta utara,penjaringan,4.0,5.0,3.0,416.0,600.0,AVAILABLE,loc-505,agent-039
Rumah Hook Luas Dlm Perum 5Menit ke Jl Protokol di Duren Sawit,3100000000.0,jakarta timur,duren sawit,8.0,6.0,2.0,319.0,500.0,AVAILABLE,loc-204,agent-018
Rumah pondok indah Drop price SHM Depan Taman,5490000000.0,jakarta selatan,kebayoran lama,5.0,3.0,1.0,186.0,220.0,AVAILABLE,loc-104,agent-007
"Dijual Rumah Baru di Tomang, Jakarta Barat 4,5X18",2600000000.0,jakarta barat,grogol petamburan,4.0,5.0,0.0,81.0,81.0,AVAILABLE,loc-402,agent-029
New Condition Rumah Modern 2 Lantai Bagus Nyaman di Dalam Cluster,3400000000.0,jakarta timur,duren sawit,3.0,2.0,4.0,105.0,108.0,AVAILABLE,loc-204,agent-048
Rumah Murah Dibawah NJOP bisa untuk Usaha Kepu Selatan Kemayoran,8500000000.0,jakarta pusat,kemayoran,5.0,5.0,5.0,410.0,400.0,AVAILABLE,loc-304,agent-016
Tahap Dua Unit Terbatas Cluster Baru Neora Metland Menteng Exclusive 75 Unit Saja bisa KPR,1200000000.0,jakarta timur,cakung,3.0,2.0,2.0,72.0,73.0,AVAILABLE,loc-201,agent-010
Turun Harga 800 Juta! Jual Rugi Rumah Cluster Wisteria Metland Menteng - Brand New Furnished & Attic Room (028 Co 030),2100000000.0,jakarta timur,cakung,3.0,2.0,1.0,84.0,79.0,AVAILABLE,loc-201,agent-033
"Rumah Minimalis Murah Di.tanjung Duren Dekat Central Park Mall, Bebas Banjir",1870000000.0,jakarta barat,grogol petamburan,3.0,3.0,1.0,49.0,110.0,AVAILABLE,loc-402,agent-018
Dijual Rumah Mewah Siap Huni di Grand Orchard Kelapa Gading Jakarta Utara,6500000000.0,jakarta utara,kelapa gading,4.0,3.0,2.0,210.0,300.0,AVAILABLE,loc-502,agent-048
"Rumah Mewah 3,5 Lantai ±900 M² di Cempaka Putih - Langka di Jakarta Pusat! (Nb)",13500000000.0,jakarta pusat,cempaka putih,7.0,6.0,5.0,360.0,900.0,AVAILABLE,loc-301,agent-004
Dijual Rumah Bagus Sudah Hgb Bisa KPR Di Ancol,2300000000.0,jakarta utara,pademangan,2.0,1.0,2.0,82.0,60.0,AVAILABLE,loc-504,agent-009
Rumah Cempaka Putih Tengah Dijual Second,15000000000.0,jakarta pusat,cempaka putih,5.0,4.0,2.0,375.0,600.0,AVAILABLE,loc-301,agent-001
Dijual Rumah Baru 2 Lantai Mewah Premium Luas 105/156 M2 Dekat Lippo Puri Mall,4800000000.0,jakarta barat,kembangan,4.0,3.0,4.0,105.0,156.0,SOLD,loc-405,agent-039
Rumah Murah Semifurnished 2.5 Lantai di Citra Garden 7,3400000000.0,jakarta barat,kalideres,4.0,3.0,2.0,120.0,220.0,AVAILABLE,loc-403,agent-047
Rumah Lama 2 Lantai Kebayoran Baru Jl Melawai Jakarta Selatan LT 347M2 Murah.cash Only,15000000000.0,jakarta selatan,kebayoran baru,4.0,3.0,4.0,347.0,380.0,SOLD,loc-103,agent-049
Rumah Minimalis Luxury Design Premium Pulomas,7250000000.0,jakarta timur,pulo gadung,3.0,4.0,4.0,145.0,450.0,AVAILABLE,loc-210,agent-008
"Rumah Super Strategis, Jalan Ki Mangunsarkoro, Menteng, Jakarta Pusat",62000000000.0,jakarta pusat,menteng,7.0,5.0,4.0,736.0,500.0,AVAILABLE,loc-305,agent-024
Rumah Hook Drkat Jalan Benda Jagakarsa Harga Siap Nego Siap Huni,3600000000.0,jakarta selatan,jagakarsa,5.0,5.0,2.0,201.0,160.0,SOLD,loc-102,agent-041
"Dijual Rumah Bagus Dan Mewah di Cideng Timur, Jakarta Pusat.",12500000000.0,jakarta pusat,gambir,4.0,4.0,0.0,190.0,450.0,AVAILABLE,loc-302,agent-040
Rumah Mewah Dalam Komplek Premium Pondok Indah,39000000000.0,jakarta selatan,kebayoran lama,11.0,7.0,4.0,938.0,600.0,AVAILABLE,loc-104,agent-031
Dijual Murah Gading Kirana Dibawah Pasaran. Bebas Banjir Daerah Elite Jarang Ada. Jalan Lebar,6250000000.0,jakarta utara,kelapa gading,5.0,4.0,3.0,220.0,300.0,AVAILABLE,loc-502,agent-009
Rumah Brand New 3 Lantai Dijual di Duri Kepa Hadap Utara 90M2,3500000000.0,jakarta barat,kebon jeruk,4.0,4.0,3.0,90.0,200.0,AVAILABLE,loc-404,agent-032
Dijual Murah Rumah 2 Lantai Rapi Siap Huni Kamar Ada 3 di Citra 2 Ext,1650000000.0,jakarta barat,kalideres,3.0,2.0,2.0,72.0,125.0,AVAILABLE,loc-403,agent-036
Rumah 3Lantai Murahhh Jelambar Selatan Jakbar,1500000000.0,jakarta barat,grogol petamburan,3.0,3.0,0.0,83.0,240.0,AVAILABLE,loc-402,agent-024
Tanah Bonus Rumah Halaman Depan Belakang Masih Luas bisa Buat Hidden Cafe,5400000000.0,jakarta selatan,pesanggrahan,5.0,3.0,1.0,496.0,263.0,SOLD,loc-108,agent-039
Tanah Luas Harga NJOP Bonus Rumah Tua 2 Lantai di Pejaten Timur,4500000000.0,jakarta selatan,pasar minggu,6.0,4.0,0.0,572.0,300.0,SOLD,loc-107,agent-020
Rumah Siaphuni Tanah 150 Meter Dekat Tol Cinere Di Jual Murah,1600000000.0,jakarta selatan,cilandak,3.0,3.0,2.0,150.0,100.0,AVAILABLE,loc-101,agent-027
Jual Rumah Kelapa Gading Brand New 9X20 Minimalis Jalan Besar,5500000000.0,jakarta utara,kelapa gading,5.0,4.0,2.0,180.0,270.0,AVAILABLE,loc-502,agent-019
Rumah Bagus di Pondok Indah Alam Jakarta Selatan By.parama Dharma,18500000000.0,jakarta selatan,kebayoran lama,6.0,6.0,4.0,335.0,450.0,AVAILABLE,loc-104,agent-042
Ana Rumah Komp. Dutamas Luas 7X20m 2Lt Full Furnish di Jelambar - * Good- Deal !!*,3800000000.0,jakarta barat,grogol petamburan,4.0,6.0,4.0,140.0,258.0,SOLD,loc-402,agent-042
Jual Cepat Termurah Bojong Indah Jakarta Barat Dekat Puri Indah,1700000000.0,jakarta barat,cengkareng,5.0,2.0,1.0,102.0,204.0,AVAILABLE,loc-401,agent-031
Rumah di Ozone Residence Bintaro Jaksel,4500000000.0,jakarta selatan,pesanggrahan,3.0,3.0,0.0,164.0,150.0,AVAILABLE,loc-108,agent-032
Rumah Cantik Terawat Cipinang Indah,7500000000.0,jakarta timur,duren sawit,3.0,4.0,5.0,225.0,250.0,AVAILABLE,loc-204,agent-034
Rumah Siap Huni Bagus Nego SHM - Sertifikat Hak Milik Dijual Cepat di Duren Sawit,1800000000.0,jakarta timur,duren sawit,4.0,3.0,2.0,90.0,150.0,SOLD,loc-204,agent-010
Rumah Bisa Untuk Kantor di Bendungan Hilir Jakarta Pusat,12500000000.0,jakarta pusat,tanah abang,3.0,3.0,4.0,263.0,378.0,AVAILABLE,loc-308,agent-030
Dijual Rumah Sunrise Garden Mewah 3 Lantai,4900000000.0,jakarta barat,grogol petamburan,5.0,4.0,3.0,105.0,210.0,AVAILABLE,loc-402,agent-047
"2 Lantai,",12700000000.0,jakarta barat,kembangan,5.0,6.0,4.0,518.0,500.0,AVAILABLE,loc-405,agent-016
Rumah Baru di Perumahan Mewah Jakarta Timur 3 Lantai dengan 5 Kamar Tidur,5400000000.0,jakarta timur,cakung,5.0,5.0,4.0,105.0,180.0,AVAILABLE,loc-201,agent-043
Dijual Rumah Siap Huni Pejaten Barat 2 Lantai Siap Huni Lokasi Tenang Strategis,11500000000.0,jakarta selatan,pasar minggu,7.0,5.0,4.0,381.0,381.0,AVAILABLE,loc-107,agent-010
"Jual Cepat Rumah Mewah Bagus Dan Asri di Sunter Agung, Bisa Nego",35000000000.0,jakarta utara,tanjung priok,10.0,6.0,0.0,1040.0,1200.0,AVAILABLE,loc-506,agent-004
Murah!! Dijual Rumah Baru Hybrida Kelapa Gading,2900000000.0,jakarta utara,kelapa gading,4.0,4.0,0.0,102.0,102.0,SOLD,loc-502,agent-024
Rumah Pinggir Jalan Bisa Klinik Atau Kuliner Asri,13000000000.0,jakarta pusat,cempaka putih,6.0,4.0,5.0,605.0,450.0,AVAILABLE,loc-301,agent-010
"Dijual Rumah Baru di Cluster Jakarta Jarang Ada! 2 Lantai, 4 Kamar Tidur",2000000000.0,jakarta selatan,jagakarsa,3.0,2.0,2.0,60.0,85.0,AVAILABLE,loc-102,agent-025
Rumah Premium Jakarta Garden City - Posisi Hook Dekat Club House Siap Huni,4950000000.0,jakarta timur,cakung,5.0,4.0,0.0,286.0,286.0,AVAILABLE,loc-201,agent-031
Di Jual Rumah Besar di Taman Surya Daan Mogot Jakarta,7800000000.0,jakarta barat,kalideres,9.0,5.0,1.0,500.0,500.0,AVAILABLE,loc-403,agent-026
"Rumah di Bendungan Hilir, Tanah Abang Jakarta Pusat",11000000000.0,jakarta pusat,tanah abang,6.0,3.0,0.0,266.0,204.0,AVAILABLE,loc-308,agent-013
"Rumah Mewah 3 Lantai di Komplek Eksklusif Pondok Indah - Ada Rooftop, Dekat Pim",13700000000.0,jakarta selatan,kebayoran lama,4.0,4.0,2.0,261.0,435.0,AVAILABLE,loc-104,agent-027
Tebet,4500000000.0,jakarta selatan,tebet,4.0,4.0,2.0,148.0,250.0,AVAILABLE,loc-110,agent-028
Rumah Cantik @ Jakpus,3800000000.0,jakarta pusat,kemayoran,6.0,4.0,3.0,304.0,250.0,AVAILABLE,loc-304,agent-038
Rumah Springhill Golf Residence Kemayoran 363M2 Kt3+2 Km4+1 4Lt,5300000000.0,jakarta pusat,kemayoran,3.0,4.0,2.0,153.0,363.0,AVAILABLE,loc-304,agent-031
Dijual Rumah Lingkungan Asri Elit Lokasi Strategis Kebayoran Baru Murah,24000000000.0,jakarta selatan,kebayoran baru,6.0,3.0,2.0,400.0,300.0,SOLD,loc-103,agent-004
Rumah 3 Lantai Paling Mewah di Jakarta Timur Fasilitas Premium Bintang Lima,5400000000.0,jakarta timur,duren sawit,5.0,5.0,2.0,105.0,180.0,AVAILABLE,loc-204,agent-035
Sangat Murah!! Rumah Kelapa Gading Siap Huni Nyaman,1950000000.0,jakarta utara,kelapa gading,3.0,2.0,1.0,102.0,78.0,AVAILABLE,loc-502,agent-017
DIJUAL RUMAH at Jl MARTIMBANG KEBAYORAN BARU (3 STOREY dgn ROOFTOP),24000000000.0,jakarta selatan,kebayoran baru,6.0,6.0,0.0,300.0,600.0,SOLD,loc-103,agent-030
Rumah Baru Pik 2 Manhattan (10X25m),12000000000.0,jakarta utara,penjaringan,4.0,3.0,3.0,250.0,200.0,AVAILABLE,loc-505,agent-020
Dijual Murah Rumah Hitung Tanah Di Kayu Putih Jalan Lebar,6000000000.0,jakarta timur,pulo gadung,5.0,4.0,2.0,367.0,238.0,AVAILABLE,loc-210,agent-023
Rumah Bagus Pik Uk 8X17 Hook 2 Lantai SHM,8500000000.0,jakarta utara,penjaringan,5.0,4.0,1.0,195.0,136.0,AVAILABLE,loc-505,agent-035
Termurah di Citra Garden Purihanya 10 Menit Dari Glc,2600000000.0,jakarta barat,cengkareng,5.0,4.0,2.0,161.0,135.0,AVAILABLE,loc-401,agent-007
Rumah Murah Luas Tanah 275 M2 .Duren Sawit,2950000000.0,jakarta timur,duren sawit,6.0,2.0,1.0,275.0,194.0,AVAILABLE,loc-204,agent-026
Murah !! Dijual Rumah Hook Mewah Luas 320 Ada Rooftop dan Lift di Pulo Nangka Hadap Timur Utara,12000000000.0,jakarta timur,pulo gadung,8.0,6.0,2.0,320.0,606.0,SOLD,loc-210,agent-041
"Rumah Pondok Indah Luas 627 M2, Ada Kolam Renang",42000000000.0,jakarta selatan,kebayoran lama,7.0,8.0,5.0,627.0,1050.0,AVAILABLE,loc-104,agent-034
Dijual Rumah Menteng Luxury Lokasi Strategis di Jakarta Pusat,98000000000.0,jakarta pusat,menteng,7.0,5.0,6.0,879.0,1000.0,SOLD,loc-305,agent-049
Dijual Rumah dengan Lokasi Strategis di Kemang Pratama2 Bekasi,3500000000.0,jakarta selatan,mampang prapatan,4.0,3.0,2.0,354.0,150.0,AVAILABLE,loc-105,agent-050
Dijual Brand Rumah Muara Karang 3 Lantai,2400000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,60.0,160.0,AVAILABLE,loc-505,agent-022
"Rumah Baru Murah di Durikepa, Dekat Akses Toll",3000000000.0,jakarta barat,kebon jeruk,5.0,4.0,2.0,102.0,192.0,SOLD,loc-404,agent-049
Dijual Rumah Pulomas 2 Lantai Siap Huni Termurah Strategis SHM Nego,3620000000.0,jakarta timur,pulo gadung,5.0,6.0,1.0,142.0,280.0,AVAILABLE,loc-210,agent-012
Rumah Dijual Brandnew Sunrise Garden - LT 131M2,2750000000.0,jakarta barat,grogol petamburan,5.0,4.0,1.0,131.0,262.0,AVAILABLE,loc-402,agent-046
Di Jual Rumah Menteng,54000000000.0,jakarta pusat,menteng,5.0,4.0,6.0,575.0,318.0,SOLD,loc-305,agent-050
"Rumah Cluster On Progres Lt.50 Idr 989Jt Lt.54 Idr 1,038M Lt,60 Idr 1,111M Lt,70 Idr 1,233M",989000000.0,jakarta selatan,jagakarsa,3.0,4.0,1.0,50.0,120.0,AVAILABLE,loc-102,agent-011
Dijual Sangat Murah Via Lelang Rumah Dibawah Pasar Rumah Komp Perum Citra Garden 1 Kalideres Jakarta Barat,2370000000.0,jakarta barat,kalideres,4.0,2.0,2.0,269.0,272.0,AVAILABLE,loc-403,agent-015
"Dijual Cepat Rumah Pantai Kuta, Ancol Rapi, Bagus, Siap Masuk",8000000000.0,jakarta utara,pademangan,4.0,4.0,4.0,260.0,260.0,AVAILABLE,loc-504,agent-049
"Rumah Jual Lebar 6 Siap Huni, Cluster Thames Jakarta Garden City",1600000000.0,jakarta timur,cakung,3.0,3.0,2.0,90.0,60.0,SOLD,loc-201,agent-032
Ada Kolam Renangnya Rumah Dijual di Metland Menteng,3900000000.0,jakarta timur,cakung,5.0,4.0,0.0,200.0,185.0,AVAILABLE,loc-201,agent-003
Rumah Baru 4.5X16 Dalam Komplek Duri Kepa Dekat Tanjung Duren Jakarta Barat,2190000000.0,jakarta barat,kebon jeruk,4.0,4.0,1.0,72.0,150.0,AVAILABLE,loc-404,agent-002
Rumah Mewah Minimalis Modern di Cempaka Putih Jakarta Pusat,1420000000.0,jakarta pusat,cempaka putih,4.0,4.0,1.0,42.0,72.0,AVAILABLE,loc-301,agent-050
Rumah Bagus Deket Pasar Rebo Mall Cijantung Tb Simatupang Kalibtaa,1100000000.0,jakarta timur,pasar rebo,4.0,4.0,1.0,150.0,120.0,AVAILABLE,loc-209,agent-024
Rumah Cantik Minimalis di Tomang Bebas Banjir Dekat Mal,3000000000.0,jakarta barat,grogol petamburan,4.0,3.0,1.0,97.0,180.0,AVAILABLE,loc-402,agent-003
Meruya Utara - Cocok untuk Office/ Usaha - Unit Ready!!!,3980000000.0,jakarta barat,kembangan,5.0,3.0,2.0,250.0,400.0,AVAILABLE,loc-405,agent-030
"Rumah Lokasi Strategis di Salemba, Senen, Jakarta Pusat",12500000000.0,jakarta pusat,senen,1.0,1.0,0.0,360.0,360.0,AVAILABLE,loc-307,agent-047
Dijual Murah Rumah Billymoon Akses 3 Mobil @2.6M,2600000000.0,jakarta timur,duren sawit,4.0,3.0,1.0,117.0,113.0,AVAILABLE,loc-204,agent-048
Dijual Rumah 2 Lantai di Komplek Bukit Permai Cibubur Jakarta Timur,2980000000.0,jakarta timur,ciracas,5.0,4.0,3.0,260.0,320.0,AVAILABLE,loc-203,agent-031
Rumah Harga Dibawah NJOP di Rawamangun Besar dan Luas Strategis di Rawamangun,18000000000.0,jakarta timur,pulo gadung,5.0,5.0,6.0,1050.0,506.0,AVAILABLE,loc-210,agent-007
"Dekat Akses Tol, Rumah, 2 Lantai, SHM, Dekat Landmark,",12000000000.0,jakarta pusat,tanah abang,4.0,2.0,4.0,348.0,520.0,AVAILABLE,loc-308,agent-039
"Rumah Rooftop Modern 3 Lantai, Strategis 30 Menit Scbd Area - SHM",1500000000.0,jakarta barat,palmerah,3.0,3.0,1.0,48.0,135.0,AVAILABLE,loc-406,agent-043
Dijual Cepat Rumah Baru Milenial Permata Buana Jakarta Barat,9500000000.0,jakarta barat,kembangan,6.0,5.0,0.0,144.0,460.0,AVAILABLE,loc-405,agent-016
Dijual Cepat Rumah Villa Pasir Putih 8X20 Termurah,6150000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,160.0,240.0,AVAILABLE,loc-505,agent-045
"Passive Income Elit: Kost 20 Kamar Dekat Binus, Full Tenant!",10000000000.0,jakarta barat,kebon jeruk,21.0,13.0,2.0,300.0,540.0,AVAILABLE,loc-404,agent-034
Rumah Siap Huni di Prime Location Pondok Indah,31000000000.0,jakarta selatan,kebayoran lama,5.0,6.0,4.0,607.0,700.0,AVAILABLE,loc-104,agent-049
Dijual Rumah Mewah 3 Lantai Ada Swimming Pool Full Furnished Terawat Siap Huni di Jalan Pejompongan Benhil Jakarta Pusat,10000000000.0,jakarta pusat,tanah abang,5.0,3.0,5.0,262.0,431.0,AVAILABLE,loc-308,agent-043
Rumsh J1 Lantai Lebar 10meterdan Tenang,5200000000.0,jakarta timur,pulo gadung,3.0,2.0,2.0,200.0,90.0,AVAILABLE,loc-210,agent-025
Meruya Utara Uk 6X16 Mtr / Rumah Baru / 2 Lantai Akses / Jalan 4 Mobil dan bisa KPR,2600000000.0,jakarta barat,kembangan,3.0,3.0,3.0,96.0,135.0,AVAILABLE,loc-405,agent-043
Rumah 2 Lantai di Dalem Clsuter Cipayung Jakarta Timur Harga 700Jtan,795000000.0,jakarta timur,cipayung,3.0,2.0,2.0,50.0,60.0,AVAILABLE,loc-202,agent-023
"Rumah Siap Huni 4 Lantai bisa untuk Usaha di Sumur Batu, Jakarta Pusat",1850000000.0,jakarta pusat,kemayoran,3.0,3.0,1.0,63.0,180.0,AVAILABLE,loc-304,agent-026
Paling Murah Vila Pasir Putih 10X20 Akan Terjual Cepat,7000000000.0,jakarta utara,penjaringan,3.0,3.0,1.0,200.0,2353.0,AVAILABLE,loc-505,agent-021
Rumah Brand New Permata Buana 3 Lantai Modern Minimalis,9100000000.0,jakarta barat,kembangan,4.0,4.0,0.0,136.0,300.0,AVAILABLE,loc-405,agent-011
Rumah Pik 2 6X12.5m Termurah Terbaik Minimalis,2200000000.0,jakarta utara,penjaringan,3.0,3.0,4.0,75.0,97.0,AVAILABLE,loc-505,agent-050
Jual Cepat Rumah Mewah Siap Huni di Pondok Indah .Jaksel,55000000000.0,jakarta selatan,kebayoran lama,7.0,7.0,7.0,913.0,1200.0,AVAILABLE,loc-104,agent-015
"Rumah Besar, Nyaman dengan Swimming Pool Ada 3 Paviliun di Kemang",25000000000.0,jakarta selatan,mampang prapatan,11.0,10.0,4.0,1180.0,800.0,AVAILABLE,loc-105,agent-013
Rumah Dijual Duri Kepa Hook 3 Lantai - LT 165M2,2700000000.0,jakarta barat,kebon jeruk,4.0,4.0,1.0,165.0,200.0,AVAILABLE,loc-404,agent-037
Rumah PIK View danau,10500000000.0,jakarta utara,penjaringan,5.0,5.0,2.0,230.0,300.0,SOLD,loc-505,agent-045
"Luas Tanah 1628 M2, Row Jalan Lebar di Pejaten, Harga bisa Nego",26000000000.0,jakarta selatan,pasar minggu,8.0,8.0,10.0,1628.0,800.0,AVAILABLE,loc-107,agent-023
Cash / KPR - Rumah Pik2 Bukit Nirmala 6X15 Big Balcony,3150000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,90.0,151.0,AVAILABLE,loc-505,agent-019
