title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,status,loc_id,agent_id
Dijual Rumah Baru dan Bagus di Cempaka Putih,4700000000.0,jakarta pusat,cempaka putih,5.0,4.0,2.0,115.0,200.0,AVAILABLE,loc-301,agent-021
Altadena Residence Rumah Terbaru 3lantai Boulevard Gading Serpong Bsd,3590000000.0,jakarta utara,penjaringan,5.0,5.0,0.0,128.0,180.0,AVAILABLE,loc-505,agent-021
"Kedoya Baru, Hadap Timur, Murah!",11000000000.0,jakarta barat,kebon jeruk,6.0,6.0,6.0,523.0,800.0,AVAILABLE,loc-404,agent-009
Ana Rumah 4Lt Luas 5X23m Cocok Usaha Dkt Jalan Raya di Jelambar - * Good- Deal !!*,2600000000.0,jakarta barat,grogol petamburan,7.0,4.0,2.0,115.0,368.0,SOLD,loc-402,agent-039
"Dijual Rumah 1,5 Lantai di Citra Grand Cibubur",1150000000.0,jakarta timur,ciracas,3.0,2.0,2.0,102.0,140.0,AVAILABLE,loc-203,agent-050
"SHM, Siap Huni,Lingkungan Asri",12500000000.0,jakarta pusat,cempaka putih,5.0,5.0,3.0,375.0,600.0,AVAILABLE,loc-301,agent-011
Dijual Rumah Siap Huni Cempaka Putih Tengah,10000000000.0,jakarta pusat,cempaka putih,7.0,6.0,4.0,342.0,115.0,AVAILABLE,loc-301,agent-016
"Rumah Dijual - Intercon Kebon Jeruk`_Lagi Cari Rumah Gede, Adem, & Nggak Ribet?__Coba Intip yang Satu Ini_",8160000000.0,jakarta barat,kembangan,4.0,4.0,0.0,324.0,450.0,AVAILABLE,loc-405,agent-005
Rumah Dijual Harga Tanah Di Daerah Kartini Jakarta Pusat,8500000000.0,jakarta pusat,sawah besar,7.0,5.0,3.0,462.0,540.0,AVAILABLE,loc-306,agent-043
Hunian Tebet Tengah Kota - 2 Lantai & Akses Jalan Lebar,5750000000.0,jakarta selatan,tebet,5.0,5.0,1.0,172.0,260.0,AVAILABLE,loc-110,agent-036
Rumah Mewah Model Clasik 5 Menit Stasiun Sawah Besar Jakartapusat,1180000000.0,jakarta pusat,sawah besar,2.0,2.0,2.0,38.0,68.0,SOLD,loc-306,agent-011
"Rumah Dijual Pejaten Jakarta Selatan - Townhouse LT 211M² Kolam Renang SHM Harga 5,5M Nego",5500000000.0,jakarta selatan,pasar minggu,5.0,5.0,2.0,211.0,250.0,SOLD,loc-107,agent-001
Di Jual Kost Exlusive 31 Kamar Radio Dalam,14000000000.0,jakarta selatan,kebayoran baru,32.0,32.0,0.0,510.0,700.0,AVAILABLE,loc-103,agent-015
Dijual Rumah Standar Cempaka Putih Timur,8500000000.0,jakarta pusat,cempaka putih,3.0,5.0,0.0,470.0,500.0,AVAILABLE,loc-301,agent-025
"Rumah Tua di Jl. Kerinci, SHM, Butuh Renovasi,",12000000000.0,jakarta selatan,kebayoran baru,4.0,3.0,1.0,236.0,150.0,AVAILABLE,loc-103,agent-026
Rumah dengan Private Pool Dalam Mini Cluster di Radio Dalam,14700000000.0,jakarta selatan,kebayoran baru,5.0,4.0,2.0,173.0,356.0,AVAILABLE,loc-103,agent-033
Rumah Mewah Dekat Rs Evasari Jakarta Pusat,1400000000.0,jakarta pusat,menteng,3.0,2.0,1.0,42.0,75.0,AVAILABLE,loc-305,agent-003
Hot Sale Golf Lake Resindence (Sdh Renovasi Bagus) Jakarta Barat- Bebas Banjir,6600000000.0,jakarta barat,cengkareng,4.0,4.0,3.0,200.0,300.0,AVAILABLE,loc-401,agent-020
Dijual Cepat Rh Fatmawati Harga NJOP Jaksel,26000000000.0,jakarta selatan,cilandak,6.0,6.0,7.0,702.0,231.0,AVAILABLE,loc-101,agent-025
Rumah Kayu Putih Jakarta Timur - Rumah Besar & Strategis,13900000000.0,jakarta timur,pulo gadung,5.0,4.0,2.0,456.0,600.0,SOLD,loc-210,agent-047
Dijual Rumah Casamora Jagakarsa Private Pool,6900000000.0,jakarta selatan,jagakarsa,9.0,8.0,4.0,333.0,500.0,AVAILABLE,loc-102,agent-021
"Dijual Cepat!!! Rumah Luxury 3,5 Lantai Full Marmer Siap Huni di Rawamangun yang Aman dan Nyaman",4500000000.0,jakarta timur,pulo gadung,5.0,4.0,2.0,143.0,135.0,AVAILABLE,loc-210,agent-047
"Dijual Cepat* Rumah Mewah, Bagus Siap Huni @Rawamangun",8800000000.0,jakarta timur,pulo gadung,7.0,4.0,2.0,350.0,800.0,AVAILABLE,loc-210,agent-040
"Rumah Besar, Design Elegan & Full Furnish di Cideng Roxy",7150000000.0,jakarta pusat,gambir,5.0,5.0,3.0,225.0,390.0,AVAILABLE,loc-302,agent-004
"Rumah 2 lt Lebar 12 di Taman Modern, Cakung. Harga bwh NJOP",4900000000.0,jakarta timur,cakung,6.0,4.0,4.0,420.0,500.0,AVAILABLE,loc-201,agent-006
Banting Harga!!! Dijual Rumah Tua Hitung Tanah Luas 306M2 di Janur Elok,7000000000.0,jakarta utara,kelapa gading,5.0,4.0,0.0,306.0,364.0,AVAILABLE,loc-502,agent-033
